first,second,ans
минский диалог,запад,pos
минский диалог,беларусь,pos
минский диалог,россия,neg
минский диалог,минск,neg
вольфганг зандёр,запад,neg
вольфганг зандёр,беларусь,pos
союзный государство,сша,pos
союзный государство,беларусь,neg
союзный государство,евросоюз,neg
союзный государство,валентин рыбак,neg
союзный государство,россия,neg
сша,беларусь,neg
сша,евросоюз,pos
сша,валентин рыбак,pos
сша,россия,neg
москва,беларусь,pos
москва,грузия,pos
москва,кремль,neg
москва,новое институт международный лидерство,pos
москва,минск,neg
москва,крым,neg
москва,якобашвили,pos
москва,темурь якобашвили,pos
запад,беларусь,neg
запад,россия,neg
запад,андрей казакевич,neg
запад,грузия,neg
запад,китай,pos
запад,лукашенко,neg
запад,политический сфера,pos
запад,минск,neg
беларусь,евросоюз,pos
беларусь,валентин рыбак,pos
беларусь,нато,pos
беларусь,россия,pos
беларусь,андрей казакевич,pos
беларусь,грузия,pos
беларусь,конрад аденауэр,pos
беларусь,беларусь фонд,pos
беларусь,кремль,pos
беларусь,вольфганг зендёр,pos
беларусь,политический сфера,pos
беларусь,минск,pos
беларусь,крым,pos
евросоюз,россия,neg
валентин рыбак,россия,neg
россия,андрей казакевич,neg
россия,грузия,neg
россия,китай,pos
россия,лукашенко,pos
россия,кремль,pos
россия,политический сфера,pos
россия,минск,neg
россия,якобашвили,pos
россия,темурь якобашвили,neg
андрей казакевич,политический сфера,neg
грузия,новое институт международный лидерство,pos
грузия,якобашвили,neg
грузия,темурь якобашвили,pos
конрад аденауэр,беларусь фонд,pos
конрад аденауэр,вольфганг зендёр,neg
беларусь фонд,вольфганг зендёр,pos
кремль,крым,neg
новое институт международный лидерство,якобашвили,pos
новое институт международный лидерство,темурь якобашвили,pos
якобашвили,темурь якобашвили,neg
