first,second,ans
кнр,вашингтон,pos
кнр,сша,neg
кнр,рф,pos
кнр,республика корея,pos
кнр,ес,pos
кнр,россия,pos
keyhan,финляндия,pos
keyhan,ес,neg
keyhan,нато,neg
keyhan,швеция,pos
keyhan,тегеран,pos
keyhan,дамаск,pos
джон керри,вашингтон,pos
джон керри,мид,neg
джон керри,ири,neg
джон керри,ес,pos
джон керри,женева,pos
джон керри,сирия,neg
вашингтон,сша,pos
вашингтон,рф,neg
вашингтон,москва,neg
вашингтон,мид,neg
вашингтон,ири,neg
вашингтон,иго,neg
вашингтон,ес,neg
вашингтон,javan,neg
вашингтон,женева,neg
вашингтон,резахах,neg
вашингтон,алеппо,pos
вашингтон,сирия,pos
вашингтон,дамаск,pos
финляндия,ес,pos
финляндия,нато,neg
финляндия,россия,neg
финляндия,иран,neg
финляндия,сми,neg
финляндия,швеция,pos
минобороны,халеб,pos
минобороны,мид,neg
минобороны,ес,pos
минобороны,javan,neg
италия,дональд трамп,neg
италия,сша,neg
италия,трамп,pos
италия,resalat,neg
италия,ес,pos
италия,алеми,pos
италия,германия,neg
италия,вальтер штайнмайер,pos
италия,фрг,neg
дональд трамп,сша,neg
дональд трамп,трамп,neg
дональд трамп,resalat,neg
дональд трамп,ес,neg
дональд трамп,алеми,pos
дональд трамп,германия,neg
дональд трамп,вальтер штайнмайер,pos
дональд трамп,фрг,neg
khorasan,сша,pos
khorasan,москва,neg
khorasan,северный корея,neg
khorasan,ири,neg
khorasan,пекин,neg
khorasan,ес,neg
khorasan,румийлана,neg
khorasan,америка,neg
khorasan,сирия,neg
белый дом,москва,pos
белый дом,ес,pos
белый дом,дамаск,pos
сша,рф,neg
сша,трамп,pos
сша,москва,neg
сша,игил,neg
сша,северный корея,neg
сша,мид,neg
сша,ири,neg
сша,иго,neg
сша,resalat,neg
сша,республика корея,pos
сша,пекин,pos
сша,ес,pos
сша,javan,neg
сша,алеми,pos
сша,киев,neg
сша,германия,pos
сша,вальтер штайнмайер,pos
сша,нато,neg
сша,россия,neg
сша,европа,pos
сша,резахах,pos
сша,алеппо,pos
сша,иран,neg
сша,пентагон,pos
сша,великобритания,pos
сша,сирия,neg
сша,восточный европа,pos
сша,фрг,pos
сша,дамаск,pos
сша,ракка,pos
рф,москва,neg
рф,стаффана де мистур,neg
рф,мид,neg
рф,ири,pos
рф,асад,pos
рф,ес,neg
рф,балтийский,pos
рф,нато,neg
рф,россия,pos
рф,геннадий гатиловый,neg
рф,алеппо,neg
рф,брюссель,neg
рф,оон,pos
рф,сирия,neg
рф,hamshahri,neg
рф,дамаск,neg
карлуш кейруш,ири,neg
карлуш кейруш,россия,pos
карлуш кейруш,иран,neg
карлуш кейруш,сирия,neg
трамп,мид,neg
трамп,resalat,neg
трамп,ес,pos
трамп,алеми,pos
трамп,германия,pos
трамп,вальтер штайнмайер,pos
трамп,россия,neg
трамп,фрг,pos
халеб,мид,neg
халеб,ес,pos
халеб,javan,neg
балтика,москва,pos
балтика,нато,pos
балтика,россия,pos
москва,стаффана де мистур,pos
москва,северный корея,neg
москва,мид,neg
москва,ири,pos
москва,иго,pos
москва,пекин,pos
москва,ес,pos
москва,javan,neg
москва,нато,neg
москва,россия,neg
москва,владимир путин,neg
москва,резахах,neg
москва,алеппо,pos
москва,иран,pos
москва,управление федеральный служба исполнение наказание,pos
москва,сми,neg
москва,оон,pos
москва,сирия,neg
москва,мвд,neg
москва,дамаск,pos
стаффана де мистур,мид,neg
стаффана де мистур,ири,neg
стаффана де мистур,ес,neg
стаффана де мистур,россия,neg
стаффана де мистур,оон,pos
стаффана де мистур,сирия,neg
игил,ес,neg
игил,пентагон,pos
игил,ракка,pos
северный корея,пекин,pos
мид,ири,pos
мид,асад,pos
мид,ес,pos
мид,javan,neg
мид,алеми,pos
мид,женева,pos
мид,россия,neg
мид,геннадий гатиловый,pos
мид,алеппо,pos
мид,оон,pos
мид,сирия,neg
ири,иго,neg
ири,resalat,neg
ири,республика корея,pos
ири,обама,pos
ири,ес,neg
ири,javan,neg
ири,женева,neg
ири,киев,neg
ири,нато,pos
ири,россия,pos
ири,европа,neg
ири,резахах,pos
ири,дираззура,neg
ири,алеппо,pos
ири,иран,neg
ири,румийлана,pos
ири,вкс,neg
ири,пальмира,pos
ири,сми,pos
ири,оон,pos
ири,украина,pos
ири,америка,pos
ири,сирия,pos
ири,восточный европа,neg
ири,дамаск,neg
ири,ракка,pos
иго,обама,pos
иго,ес,neg
иго,резахах,pos
иго,дираззура,neg
иго,вкс,neg
иго,пальмира,pos
иго,сирия,neg
иго,дамаск,neg
иго,ракка,pos
resalat,республика корея,neg
resalat,ес,neg
resalat,алеми,neg
resalat,германия,pos
resalat,вальтер штайнмайер,pos
resalat,нато,neg
resalat,россия,neg
resalat,иран,neg
resalat,фрг,pos
республика корея,ес,neg
республика корея,россия,pos
республика корея,иран,pos
асад,россия,pos
асад,геннадий гатиловый,pos
асад,алеппо,pos
обама,ближний восток,pos
обама,ес,neg
обама,сирия,neg
ес,javan,neg
ес,балтийский,neg
ес,алеми,neg
ес,женева,neg
ес,киев,neg
ес,германия,neg
ес,вальтер штайнмайер,pos
ес,нато,pos
ес,россия,neg
ес,европа,neg
ес,владимир путин,neg
ес,резахах,neg
ес,алеппо,neg
ес,иран,neg
ес,румийлана,neg
ес,управление федеральный служба исполнение наказание,pos
ес,балтия,neg
ес,брюссель,pos
ес,сми,neg
ес,пентагон,pos
ес,североатлантический альянс,neg
ес,оон,pos
ес,польша,pos
ес,украина,pos
ес,америка,neg
ес,сирия,neg
ес,восточный европа,neg
ес,hamshahri,neg
ес,тегеран,neg
ес,мвд,neg
ес,фрг,pos
ес,дамаск,neg
ес,ракка,neg
javan,россия,neg
javan,алеппо,neg
javan,сирия,neg
javan,дамаск,pos
балтийский,нато,pos
балтийский,россия,pos
балтийский,брюссель,pos
балтийский,hamshahri,neg
алеми,германия,pos
алеми,вальтер штайнмайер,pos
алеми,россия,neg
алеми,фрг,pos
женева,сирия,neg
киев,россия,pos
киев,европа,neg
киев,восточный европа,neg
германия,вальтер штайнмайер,pos
германия,фрг,pos
вальтер штайнмайер,фрг,pos
нато,россия,neg
нато,европа,pos
нато,иран,neg
нато,брюссель,pos
нато,сми,neg
нато,великобритания,pos
нато,швеция,pos
нато,восточный европа,pos
нато,hamshahri,neg
нато,фрг,pos
россия,европа,neg
россия,алеппо,pos
россия,иран,pos
россия,балтия,pos
россия,брюссель,neg
россия,сми,neg
россия,североатлантический альянс,neg
россия,оон,pos
россия,польша,pos
россия,сирия,neg
россия,восточный европа,neg
россия,hamshahri,neg
геннадий гатиловый,алеппо,pos
европа,великобритания,pos
европа,восточный европа,neg
европа,фрг,neg
владимир путин,управление федеральный служба исполнение наказание,pos
владимир путин,мвд,neg
резахах,америка,neg
резахах,сирия,neg
резахах,дамаск,neg
дираззура,вкс,pos
дираззура,пальмира,pos
дираззура,ракка,neg
алеппо,иран,neg
алеппо,сми,pos
алеппо,сирия,pos
алеппо,дамаск,pos
иран,сми,pos
иран,сирия,pos
румийлана,америка,neg
румийлана,сирия,neg
вкс,пальмира,pos
вкс,ракка,neg
пальмира,ракка,neg
управление федеральный служба исполнение наказание,мвд,neg
балтия,североатлантический альянс,pos
балтия,польша,pos
балтия,hamshahri,neg
брюссель,hamshahri,neg
сми,сирия,neg
пентагон,ракка,neg
североатлантический альянс,польша,pos
североатлантический альянс,hamshahri,neg
великобритания,фрг,pos
оон,сирия,neg
польша,hamshahri,neg
украина,америка,pos
украина,сирия,neg
америка,сирия,pos
америка,дамаск,pos
сирия,дамаск,neg
тегеран,дамаск,pos
